FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1019679,149.2 Litchfield Hills Farm-Fresh Market,http://www.litchfieldhillsfarmfresh-ct.org,,,,,421 Bantam Rad,Litchfield,Litchfield,Connecticut,06759,10/19/2019 to 06/13/2020,Sat: 10:00 AM-1:00 PM;,,,,,,,-73.215193,41.740678,,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,8/9/2019 10:31:51 AM
1019678,150.3 Litchfield Hills Farm-Fresh Market,http://www.litchfieldhillsfarmfresh-ct.org,https://www.facebook.com/LHFFM/?ref=br_rs,https://twitter.com/search?src=typd&q=Litchfield%20Hills%20Farm-Fresh,,https://www.instagram.com/litchfieldhillsfarmfreshmarket/,West Street and Woodruff Lane,Litchfeild,Litchfield,Connecticut,06759,06/15/2019 to 10/12/2019,Sat: 10:00 AM-1:00 PM;,,,,,,,-73.189724,41.743812,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,8/9/2019 10:24:08 AM
1019868,151.5 Purcellville Farmers' Market,https://www.purcellvillefarmersmarket.com/,https://www.facebook.com/PurcellvilleFarmersMarket/,,,https://www.instagram.com/purcellvillefarmersmarket/,717 E Main Street,Purcellville,Loudoun,Virginia,20132,04/04/2020 to 11/28/2020,Sat: 9:00 AM-1:00 PM;,12/05/2020 to ,Sat: 10:00 AM-1:00 PM;,,,,,-77.703843,39.136603,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,5/20/2020 5:02:13 PM
1018886,154.1 Charles Town Farmers Market,https://ctfm.jeffersongap.org,"Charles Town Farmers Market, WV",,,,100 block of South Samuel Street,Charles Town,Jefferson,West Virginia,25414,05/02/2020 to 10/31/2020,Sat: 9:00 AM-12:00 PM;,,,,,,,-77.858454,39.289073,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,9/16/2020 12:05:56 PM
1019094,155.0 East Side Farmers' Market,http://chemung.cce.cornell.edu/agriculture/buy-local/farmers-markets,https://www.facebook.com/EastSideMarketElmiraNY/,,,,760 E Water St Elmira,Elmira,Chemung,New York,14901,06/15/2018 to 10/12/2018,Fri: 2:30 PM-6:00 PM;,,,,,,,-76.793909,42.088765,,Y,Y,N,Y,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,5/10/2018 1:57:24 PM
1019622,158.4 LVHMC Bluemont Farmers Market,http://www.loudounfarmersmarkets.org,https://www.facebook.com/BluemontFarmersMarket/,,,https://www.instagram.com/loudounfarmmkts/,"EE Lake General Store, 33721 Snickersville Turnpike",Bluemont,Loudoun,Virginia,20135,06/02/2019 to 09/01/2019,Sun: 10:00 AM-2:00 PM;,,,,,,,-77.833365,39.110875,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/15/2019 2:54:02 PM
1005674,160.3 Hudson Farmers Market,http://www.hudsonfarmersmarketny.com,https://www.facebook.com/hudson.markt,,,,Corner of Columbia and Sixth Streets,Hudson,Columbia,New York,12534,05/01/2019 to 11/01/2019,Sat: 9:00 AM-1:00 PM;,,,,,,,-73.7836920,42.2486560,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,12/26/2018 11:16:53 AM
1010614,162.5 NORFOLK FARMERS’ MARKET,http://www.norfolkfarmersmarket.org,https://www.facebook.com/NorfolkFarmersMarket,,,,19 Maple Avenue,Norfolk,Litchfield,Connecticut,06058,,Sat: 10:00 AM-1:00 PM;,,,,,,,-73.1978730,41.9907390,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,9/12/2020 8:01:26 AM
1019008,162.6 Norwich Farmers Market,http://www.lambsquartersinc.com,Norwich NY Farmers Market,,,,2-75 North Broad Street,Norwich,Chenango,New York,13815,01/01/2018 to 12/31/2018,Mon: -11:00 PM;Tue: -11:00 PM;Wed: 10:00 AM-4:00 PM;Thu: -11:00 PM;Fri: -11:00 PM;Sat: -11:00 PM;Sun: -11:00 PM;,,,,,,,-75.523491,42.531490,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,3/14/2018 2:33:08 PM
1001290,163.4 Collinsville Farmers Market,http://www.collinsvillefarmersmarket.org,https://www.facebook.com/collinsvillefarmersmarket1,@CollinsvilleFM,,,Main St. and Route 179,Collinsville,Hartford,Connecticut,06019,06/10/2018 to 10/28/2018,Sun: 10:00 AM-1:00 PM;,,,,,,,-72.923264,41.810819,,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,7/27/2018 4:40:54 AM
1002060,163.6 Philmont Farmers' Market ,http://www.philmontcooperative.com,,,,,116 Main St. - opposite Local 111 restaurant ,Village of Philmont,Columbia,New York,12565,01/01/2018 to 12/31/2018,Fri: 4:00 PM-7:00 PM;Sun: 10:00 AM-2:00 PM;,,,,,,,-73.649443,42.249303,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/26/2018 5:45:58 PM
1005183,164.8 Berkeley Springs Farmers Market,http://www.berkeleyspringsfarmersmarket.com,https://www.facebook.com/pages/Berkeley-Springs-Farmers-Market/354062496235,,,IG @bsfarmersmarket,129 Fairfax Street at Washington Street/522,Berkeley Springs,Morgan,West Virginia,25411,04/01/2018 to 12/09/2018,Sun: 10:00 AM-2:00 PM;,,,,,,,-78.227534,39.624722,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,7/27/2018 9:13:52 AM
1019126,164.9 Avon Library Farmers Market,,https://www.facebook.com/avonfreepubliclibrary/,,,@afplct (instagram),"281 COUNTRY CLUB RD., C/O AVON LIBRARY",AVON,Hartford,Connecticut,06001,07/02/2018 to 08/27/2018,Mon: 4:00 PM-7:00 PM;,,,,,,,-72.8604480,41.7897100,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,6/7/2018 3:20:11 PM
1019120,170.0 King George Farmers Market,,@KingGeorgeFarmersMarket,,,,King George Middle School at 8246 Dahlgren Rd, King George,King George,Virginia,22485,04/28/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,,,,,,,-77.202800,38.276780,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,7/16/2020 10:04:35 AM
1019286,"170.8 Public Market Palooza East Hampton, CT",,http://www.facebook.com/publicmarketpalooza,,,,265 W Main Street,East Hampton,Middlesex,Connecticut,06424,10/05/2018 to 11/30/2018,Fri: 2:00 PM-7:00 PM;,,,,,,,-72.494904,41.572605,,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,9/27/2018 3:12:38 PM
1019042,171.2 Connecticut's Old State House Farmers Market,https://www.cga.ct.gov/osh/farmersmkt.asp,facebook.com/ctoldstatehouse,twitter.com/ctoldstatehouse,,instagram.com/ctoldstatehouse,800 Main Street,Hartford,Hartford,Connecticut,06103,06/12/2018 to 10/30/2018,Tue: 10:00 AM-2:00 PM;Fri: 10:00 AM-2:00 PM;,,,,,,,-72.672892,41.766118,,Y,N,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/6/2018 10:41:29 AM
1021211,171.2 Heathsville Farmers Market,http://www.rhhtfoundationinc.org,https://www.facebook.com/RHHTFoundationinc,,,,73 Monument Place,Heathsville,Northumberland,Virginia,22473,04/18/2020 to 10/17/2020,Sat: 9:00 AM-1:00 PM;,,,,,,,-76.473204,37.916391,,Y,N,N,N,N,-,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,9/12/2020 8:10:39 PM
1011901,171.6 Montour Falls Farmers Market,http://www.montourfallsfarmersmarket.com,https://www.facebook.com/Montour-Falls-Library-140122486056562,,,,300 West Main Street,Montour Falls,Schuyler,New York,14865,05/03/2018 to 10/04/2018,Thu: 4:00 PM-7:00 PM;,,,,,,,-76.847748,42.346431,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,8/8/2018 9:44:15 AM
1012308,176.2 Festival Farmers Market,,,,,,942 Main Street, Cobleskill,Schoharie,New York,12043,07/14/2018 to 10/13/2018,Wed: 3:00 PM-5:00 PM;Sat: 10:00 AM-2:00 PM;,,,,,,,-74.4669868,42.6792512,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 1:07:35 PM
1019969,178.1 Manchester's Spruce Street Market,http://naf1.townofmanchester.org/index.cfm/spruce-street-market/,sprucestreetmarketct,,,Instagram: sprucestreetmarket,163 Spruce St.,Manchester,Hartford,Connecticut,06040,07/01/2020 to 08/19/2020,Wed: 4:30 PM-7:30 PM;,,,,,,,-72.518324,41.781503,,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,7/23/2020 3:50:03 PM
1019782,181.9 Spotsylvania Farmers Market - VDOT Commuter Parking Lot,http://SpotsylvaniaFarmersMarket.com,https://www.facebook.com/SpotsyFarmersMarket/,@spotsyfarmmkt,,,12150 Gordon Road,Fredericksburg,Spotsylvania,Virginia,22170,04/11/2020 to 12/19/2020,Sun: 8:00 AM-1:00 PM;,,,,,,,-77.559528,38.289909,,Y,N,N,N,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,3/4/2020 7:45:48 PM
1019452,182.0 Spotsylvania Farmers Market - VDOT Commuter Parking Lot,http://www.spotsylvaniafarmersmarket.com,https://www.facebook.com/SpotsyFarmersMarket/,@spotsyfarmmkt,,,12150 Gordon Road,Fredericksburg,Spotsylvania,Virginia,22407,04/13/2019 to 12/21/2019,Sat: 8:00 AM-1:00 PM;,01/11/2020 to ,Sat: 9:00 AM-12:00 PM;,,,,,-77.563047,38.290380,,Y,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,4/6/2019 9:53:21 PM
1001925,182.3 Voorheesville Farmers Market,,https://www.facebook.com/VoorheesvilleFarmersMarket,,,,68 Maple Ave.,Voorheesville,Albany,New York,12186,06/19/2019 to 10/02/2019,Wed: 3:30 PM-6:30 PM;,,,,,,,-73.930027,42.649656,,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,12/21/2018 4:00:14 PM
1019308,182.5 Delmar Farmers Market,http://delmarmarket.org,delmarmarket,@delmarmarket,,,332 Kenwood Ave,Delmar,Albany,New York,12054,05/05/2018 to 12/22/2018,Sun: 9:00 AM-1:00 PM;,,,,,,,-73.825895,42.619919,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,10/19/2018 6:32:07 PM
1018898,183.0 Ellington Winter Farmers' Market,http://Www.ellingtonfarmersmarket.com,Www.facebook.com/ellingtonfarmersmarket ,Twitter.com/EllingtonFM,,Www.instagram.com/ellingtonfm,11 Pinney St,Ellington ,Tolland,Connecticut,06029,,Sat: 2:00 PM-4:00 PM;,,,,,,,-72.4903500,41.8697886,,Y,Y,N,Y,Y,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,1/2/2018 8:41:50 AM
1019784,183.2 Spotsylvania Farmers Market - Spotsylvania Regional Medical Center,https://www.spotsylvaniafarmersmarket.com/,https://www.facebook.com/SpotsyFarmersMarket/,@SpotsyFarmMkt,,,4600 Spotsylvania Parkway,Spotsylvania,Spotsylvania,Virginia,22407,05/06/2020 to 09/09/2020,Wed: 2:00 PM-6:00 PM;,,,,,,,-77.495899,38.219747,,Y,N,N,N,Y,-,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,3/4/2020 7:58:49 PM
1018841,184.6 Westfield Farmers' Market - Winter,http://westfieldfarmersmarket.net,Westfield Farmers' Market,,,,36 Court Street,Westfield ,Hampden,Massachusetts,01085,11/17/2018 to 11/17/2018,Sat: 10:00 AM-3:00 PM;,12/08/2018 to 12/08/2018,Sat: 10:00 AM-3:00 PM;,02/09/2019 to 02/09/2019,Sat: 10:00 AM-3:00 PM;,,,-72.7516316,42.1196339,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,9/28/2018 2:11:45 PM
1019325,184.7 Coventry Farmers' Market (formerly Coventry Regional Farmers' Market),http://www.coventryfarmersmarket.org,www.facebook.com/coventryfarmersmarket,@coventryfarmmkt,,www.instsgram.com/coventryfarmersmarket,2299 South St. ,Coventry,Tolland,Connecticut,06238,06/02/2019 to 10/27/2019,Sun: 11:00 AM-2:00 PM;,,,,,,,-72.345186,41.764283,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,12/6/2018 3:52:01 PM
1019079,185.1 East Greenbush Library & YMCA Farmers Market,https://eastgreenbushlibrary.org/events-newsletters/farmers-market/,https://www.facebook.com/EastGreenbushLibraryYMCAFarmerMarket/,@eglibrary,,Instagram: @eglibrary,Between 10 and 20 Community Way in parking lot,East Greenbush,Rensselaer,New York,12061,06/13/2018 to 10/03/2018,Wed: 4:00 PM-7:00 PM;,,,,,,,-73.695566,42.618063,,Y,Y,N,N,N,-,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,4/30/2018 11:54:05 AM
1018900,185.4 Ellington Farmers Market,http://www.ellingtonfarmersmarket.com,https://www.facebook.com/ellingtonfarmersmarket/,https://twitter.com/EllingtonFM,https://www.youtube.com/channel/UChxlu0EBdSd_NfWvOTHi1cA,https://www.instagram.com/ellingtonfm/,Main ST,Ellington,Tolland,Connecticut,06029,05/12/2018 to 10/20/2018,Sat: 9:00 AM-12:00 PM;,,,,,,,-72.4681079,41.9036393,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,1/2/2018 8:55:42 AM
1019626,185.4 The Farmers Market at Tiffany Farms,https://www.tiffanyfarmsct.com/new-page,"From the Farm, LLC",,,@fromthefarmllc,156 Sterling City Road,Lyme,New London,Connecticut,06371,06/15/2019 to 10/12/2019,Sat: 9:30 AM-1:30 PM;,,,,,,,-72.101949,41.4878526,,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,7/15/2019 8:47:35 PM
1018113,185.5 Lebanon Farmers Market,http://www.lebanonct.gov,Lebanon Farmers' Market,,,,579 Exeter Road,Lebanon,New London,Connecticut,06249,06/02/2018 to 10/13/2018,Sat: 9:00 AM-12:00 PM;,,,,,,,-72.212877,41.635781,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,7/26/2018 3:40:11 PM
1019499,185.9 Farm to Preschool Market: Mercy Cares for Kids,http://www.sphp.com/mercy-cares-for-kids,,,,,310 S. Manning Blvd,Albany ,Albany,New York,12206,06/12/2019 to 09/25/2019,Wed: 3:30 PM-5:00 PM;,,,,,,,-73.798353,42.665745,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2019 11:58:28 AM
1012100,190.3 STCC Farmers' Market,,https://www.facebook.com/pages/Springfield-Technical-Community-College/109746082384737?fref=ts,,,,One Armory Square,Springfield,Hampden,Massachusetts,01102,09/05/2018 to 11/14/2018,Wed: 11:30 AM-2:00 PM;,,,,,,,-72.581067,42.108668,,Y,Y,Y,Y,Y,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,8/7/2018 12:24:27 PM
1020023,191.1 Ovid Farmers Market,,https://www.facebook.com/ovidfarmersmarket,,,,Main Street,Ovid,Seneca,New York,14521,06/19/2020 to 09/25/2020,Fri: 3:00 PM-7:00 PM;,,,,,,,-76.822157,42.676729,,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/3/2020 2:35:03 PM
1020002,192.4 Troy Waterfront Farmers Market,http://troymarket.org,facebook.com/troywaterfrontfarmersmarket,,,instagram.com/troymarket,Riverfront Park,Troy,Rensselaer,New York,12180,01/01/2020 to 12/31/2020,Sun: 8:30 AM-2:00 PM;,,,,,,,-73.691288,42.732715,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,7/31/2020 12:58:07 PM
1011146,192.5 Poestenkill Farmers Market,http://www.poestenkillfarmersmarket.com,http://www.facebook.com/poestenkillfarmersmarket,,,,38 Davis Drive,Poestenkill,Rensselaer,New York,12140,06/16/2018 to 09/29/2018,Sat: 9:00 AM-12:00 PM;,,,,,,,-73.5635307,42.6904758,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,7/26/2018 4:34:00 PM
1018286,192.7 Village of Aurora Farmers Market,https://auroranyfarmersmarket.com/,https://www.facebook.com/Aurora-Farmers-Market-1619273541646945/,,,,Main Street (Route 90),Aurora,Cayuga,New York,13026,06/02/2018 to 10/20/2018,Sat: 10:00 AM-2:00 PM;,,,,,,,-76.700376,42.745254,,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,7/26/2018 4:43:25 PM
1019627,193.5 Scotland Farmers Market,,Scotland Farmer's Market,,,,Rt. 14 & Rt. 97,Scotland,Windham,Connecticut,06264,05/22/2019 to 10/30/2019,Wed: 3:00 PM-6:00 PM;,,,,,,,-72.081503,41.698757,,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/15/2019 11:13:06 PM
1012766,194.1 Stafford Community Farmers' Market,http://Www.staffordcommunityfarmersmarket.com,Stafford Community Farmers Market,,,,31 Main Street,Stafford Springs,Tolland,Connecticut,06076,06/16/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.304724,41.953553,,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,7/26/2018 4:12:04 PM
1019462,194.7 Easthampton Farmers & Makers Market,https://easthamptonmarket.com/,https://www.facebook.com/EasthamptonFarmersMarket,,https://www.buylocalfood.org/directory/listing/easthampton,https://www.instagram.com/easthamptonmarket/,50 Payson Ave,Easthampton,Hampshire,Massachusetts,01027,05/25/2019 to 10/05/2019,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.669638,42.265189,,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,4/9/2019 11:31:27 PM
1019119,194.8 RT 639 Farmers Market,,https://www.facebook.com/groups/586850535001520,,,,"7278 Ladysmith Road, ",Ruther Glen,Caroline,Virginia,22546,05/17/2018 to 09/13/2018,Thu: 4:00 PM-8:00 PM;,,,,,,,-77.518506,38.016661,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,7/16/2020 10:02:41 AM
1007259,195.7 Yates County Cooperative Farm and Craft Market (Penn Yan Market),https://www.facebook.com/PennYan.Farmers.Market,https://www.facebook.com/PennYan.Farmers.Market,,,,"Main Street, North of Elm Street",Penn Yan,Yates,New York,14527,05/25/2019 to 10/12/2019,Sat: 7:30 AM-12:00 PM;,11/23/2019 to 11/23/2019,Sat: 9:00 AM-1:00 PM;,,,,,-77.053889,42.661345,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2/3/2019 12:29:07 PM
1019638,196.1 Treasure Lake Farmers Market and Artisan Faire,,,,,,95 Coral Reef,DuBois,Clearfield,Pennsylvania,15801,05/09/2020 to 10/10/2020,Sat: 10:00 AM-3:00 PM;,,,,,,,-78.704999,41.201813,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,7/24/2019 9:11:25 AM
1019823,197.7 Clinton Farmers Market,https://clintonnychamber.org/farmers-market/,https://www.facebook.com/ClintonNYFarmersMarket/,,,https://www.instagram.com/clintonfarmersmarketny/,20 West Park Row,Clinton,Oneida,New York,13323,06/04/2020 to 10/01/2020,Thu: 10:00 AM-4:00 PM;,,,,,,,-75.378462,43.048866,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,4/6/2020 10:14:43 AM
1018381,198.7 Clifton Park Farmers' Market,http://www.saratogafarmersmarket.org/clifton-park-farmers-market/,https://www.facebook.com/Clifton-Park-Farmers-Market-440138679349915/,,,,"971 Route 146, Shenendehowa United Methodist Church parking lot ",Clifton Park,Saratoga,New York,12065,06/04/2018 to 10/29/2018,Mon: 2:00 PM-5:00 PM;,,,,,,,-73.809271,42.869606,,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,8/8/2018 1:13:00 AM
1018504,199.0 Voluntown Farmers' Market ,,https://www.facebook.com/VoluntownFarmersArtisansMarket/,,,https://www.instagram.com/voluntown_farmers_market/,195 Main Street,Voluntown,New London,Connecticut,06384,07/02/2017 to 08/05/2018,Sun: 10:00 AM-1:00 PM;,,,,,,,-71.865502,41.573913,,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,8/2/2018 8:47:39 AM
