Company Name,Executive First Name,Executive Last Name,Executive Gender,Executive Title,Executive Ethnicity,Address,City,State,ZIP Code,Record Type,Phone Number Combined,Website,Primary SIC Description,Location Sales Volume Range,Credit Score Alpha
Gil's Honey LLC,Naama,Menda,Male,Manager,Hispanic,203 Pearl St,Ithaca,NY,14850,Verified,Not Available,NULL,Honey (Whls),$2.5-5 Million,C
Ginelle Grocery,Rafael,Rosario,Male,Owner,Hispanic,336 Mcguinness Blvd,Brooklyn,NY,11222,Verified,(718) 349-3651,NULL,Grocers-Wholesale,$2.5-5 Million,B+
Giovanni Food Co Inc,Lou,Dement,Female,CEO,Western Europe,8800 Sixty Rd,Baldwinsville,NY,13027,Verified,(315) 457-2373,Giovannifoods.Com,Sauces (Mfrs),$20-50 Million,A
Glady's Grocery,Jose M,Garcia,Male,Owner,Hispanic,1133 Washington Ave,Bronx,NY,10456,Verified,(718) 665-5839,NULL,Grocers-Wholesale,$2.5-5 Million,B
Glen Cove Beer Distsributors,Pete,Moore,Male,Owner,Western Europe,167 Sea Cliff Ave,Glen Cove,NY,11542,Verified,(516) 676-2313,Glencovebeerdist.Com,Beer & Ale-Retail,$1-2.5 Million,B
GLI Food Svc,Reyna,Olguin,Female,Site Manager,Hispanic,625 8th Ave # 41,New York,NY,10018,Verified,(212) 564-2814,Ea1785.Org,Food Service-Distributors (Whls),$20-50 Million,A
Global Ag II Us Corp,Jose,Minaya,Male,President,Hispanic,730 3rd Ave,New York,NY,10017,Verified,Not Available,NULL,Farms,"$500,000-1 Million",C+
Glynwood Center Inc,Kathleen,Frith,Female,President,Western Europe,RR 301,Cold Spring,NY,10516,Verified,(845) 265-3338,Glynwood.Org,Farms,$1-2.5 Million,A
GNC,Melissa,Mercurio,Female,Site Manager,Hispanic,155 Walden Galleria #D204,Cheektowaga,NY,14225,Verified,(716) 681-2366,Gnc.Com,Vitamin & Food Supplements,"Less Than $500,000",A
GNT USA Inc,David,Duarte,Male,Vice President,Hispanic,660 White Plains Rd # 640,Tarrytown,NY,10591,Verified,(914) 366-2860,Exberry.Com,Food Products (Whls),$10-20 Million,B+
Gold Star Restaurant,Latoya,Anderson,Female,Owner,African American,3768 White Plains Rd,Bronx,NY,10467,Verified,(718) 655-0035,NULL,Restaurants,"Less Than $500,000",C+
Golden Bell,Mario,Marcado,Male,Owner,Hispanic,3247 Francis Lewis Blvd,Flushing,NY,11358,Verified,(718) 661-9545,NULL,Wines-Retail,"$500,000-1 Million",B
Golden Krust Caribbean Bakery,Lowell,Hawthorne,Male,CEO,Western Europe,3958 Park Ave,Bronx,NY,10457,Verified,(718) 583-0360,Goldenkrustbakery.Com,Restaurant Management,,A
Goodness Gardens Inc,Brian,Murphy,Male,President,Western Europe,377 County Route 12,New Hampton,NY,10958,Verified,(845) 355-4757,Goodnessgardens.Com,Restaurants,$2.5-5 Million,B+
Goya Foods Of Great Lakes,Carlos,Pereira,Male,Manager,Hispanic,275 S Main St,Angola,NY,14006,Verified,(716) 549-0926,Goya.Com,Food Products (Whls),$100-500 Million,A
Grana T & Sons Fruit Baskets,Lorraine,Grana,Female,Owner,Hispanic,2610 Pine Ave,Niagara Falls,NY,14301,Verified,(716) 282-6086,NULL,Gift Baskets & Parcels,"Less Than $500,000",B
Green Grass Life,Meliza,Veloz,Female,Owner,Hispanic,2193 New England Thru,Bronx,NY,10475,Verified,(718) 708-5888,NULL,Artificial Grass,$1-2.5 Million,B
Green Rancho,Angelo,Argudo,Male,Owner,Hispanic,741 9th Ave,New York,NY,10019,Verified,(212) 956-0731,Ranchotequileria.Com,Restaurants,"$500,000-1 Million",B
Greenfield's Greatest Food Co,Katie,Camarro,Female,Owner,Hispanic,23 Northern Pines Rd,Wilton,NY,12831,Verified,(518) 584-4036,Sundaesbest.Com,Food Products & Manufacturers,"Less Than $500,000",C+
Greenlawn Sod Farms,Michael,DE Lea,Male,Owner,Hispanic,1375 Sound Ave,Calverton,NY,11933,Verified,(631) 929-4900,Greenlawnsodfarms.Com,Lawn & Grounds Maintenance,"Less Than $500,000",C
Greyston Bakery Inc,Mike,Brady,Male,CEO,Western Europe,104 Alexander St,Yonkers,NY,10701,Verified,(914) 375-1510,NULL,Bakers-Retail,$5-10 Million,A
Grinis Grill Restaurant Inc,Wilson,Monegro,Male,Owner,Hispanic,100 W 143rd St # A,New York,NY,10030,Verified,(212) 281-5803,Grinisgrillrestaurant.Com,Restaurants,"Less Than $500,000",B
Gristede's Supermarkets,Carlos,Nunez,Male,General Mgr,Hispanic,1644 York Ave,New York,NY,10028,Verified,(212) 535-3384,Gristedessupermarkets.Com,Grocers-Retail,$5-10 Million,A+
Grito Mexican Grill,Silvyia,Duran,Female,Owner,Hispanic,1555 Saint Nicholas Ave,New York,NY,10040,Verified,(212) 795-0700,Gritomexicangrill.Com,Restaurants,"Less Than $500,000",B
Grocery & Deli Plus,Rafael,Pana,Male,Manager,Hispanic,115 E 184th St,Bronx,NY,10468,Verified,(718) 367-9001,NULL,Grocers-Wholesale,$2.5-5 Million,B
Grocery Store,Juan,Diaz,Male,Owner,Hispanic,1376 Bronx River Ave,Bronx,NY,10472,Verified,(718) 589-8042,NULL,Grocers-Wholesale,$2.5-5 Million,B
Guantanamera Restaurant,Mario,Zarate,Male,Owner,Hispanic,939 8th Ave,New York,NY,10019,Verified,(212) 262-5354,Guantanamerany.Com,Restaurants,"$500,000-1 Million",B+
Gutter,John,Miller,Male,Owner,Western Europe,200 N 14th St,Brooklyn,NY,11249,Verified,(718) 387-3585,Thegutterbrooklyn.Com,Bars,$1-2.5 Million,B+
Gyro Boss,Jimmy,Fotedis,Male,Owner,Mediterranean,1 N Park Ave,Rockville Centre,NY,11570,Verified,(516) 442-4111,NULL,Restaurants,"Less Than $500,000",B
Haab,Joaquin,Velazquez,Male,Owner,Hispanic,202 Leonard St,Brooklyn,NY,11206,Verified,(718) 388-4261,NULL,Restaurants,"Less Than $500,000",B
Haagen-Dazs Shop,Laura,Garcia,Female,Manager,Hispanic,313 Smith Haven Mall,Lake Grove,NY,11755,Verified,(631) 979-8800,Haagendazs.Us,Ice Cream Parlors,"Less Than $500,000",B+
Hain Celestial Group Inc,Jeremy,Hudson,Male,CEO,Western Europe,1111 Marcus Ave # 100,New Hyde Park,NY,11042,Verified,(516) 587-5000,Hain.Com,Food Products (Whls),,A+
Hale & Hearty Soups LLC,Simon,Jacobs,Male,President,Western Europe,75 9th Ave # 9,New York,NY,10011,Verified,(212) 255-2400,Haleandhearty.Com,Restaurant Management,,A
Hannaford Supermarket,Patrick,Dauria,Male,Partner,Mediterranean,11 Trieble Ave,Ballston Spa,NY,12020,Verified,(518) 885-6384,Hannaford.Com,Grocers-Retail,$20-50 Million,A
Happy Family Brands,Shazi,Visram,Female,CEO,Middle Eastern,40 Fulton St # 1700,New York,NY,10038,Verified,(212) 374-2779,Happyfamilybrands.Com,Baby Food (Whls),$100-500 Million,A+
Harbor Seafood,Pete,Cardone,Male,Owner,Mediterranean,969 Lakeville Rd,New Hyde Park,NY,11040,Verified,(516) 775-2400,Harborseafood.Com,Holding Companies (Non-Bank),$10-20 Million,A
Harney & Sons,John,Harney,Male,Owner,Western Europe,5723 Route 22,Millerton,NY,12546,Verified,(518) 789-2100,Harney.Com,Coffee & Tea-Wholesale,$5-10 Million,B+
Havana Central Rstrnt & Bar,Jeremy,Merrin,Male,Owner,Western Europe,151 W 46th St # 902,New York,NY,10036,Verified,(212) 398-7440,Havanacentral.Com,Restaurants,$5-10 Million,B+
Hawthorne Valley Assn,Heather,Gibbons,Female,Director,Western Europe,327 County Route 21c,Ghent,NY,12075,Verified,(518) 672-4465,Hawthornevalley.Org,Farms,"Less Than $500,000",B
Health Nuts,Bahik,Babyan,Male,Owner,Uncoded,1208 2nd Ave,New York,NY,10065,Verified,(212) 593-0116,Thehealthnuts.Com,Beverages (Whls),$10-20 Million,B+
Health Nuts,Rafiul,Shagor,Male,Manager,Uncoded,2611 Broadway,New York,NY,10025,Verified,(212) 678-0054,Chocalive.Com,Health & Diet Foods-Retail,$1-2.5 Million,B+
Heart Of Portugal Restaurant,Jack,Ranza,Male,Owner,Uncoded,241 Mineola Blvd # A,Mineola,NY,11501,Verified,(516) 742-9797,Heartofportugalrestaurant.Com,Restaurants,"Less Than $500,000",B
Hegedorns,John,Gonsalez,Male,President,Hispanic,964 Ridge Rd,Webster,NY,14580,Verified,(585) 671-4450,Hegedornsmarket.Com,Grocers-Retail,$20-50 Million,A+
Instantwhip Inc,Scot,Ventura,Male,Manager,Hispanic,88 Weicher St,Rochester,NY,14606,Verified,(585) 279-0920,NULL,Dairy Products-Wholesale,$20-50 Million,A
Inwood Hills Spirits-Wine Room,Norberto,Duran,Male,Owner,Hispanic,5057 Broadway # B,New York,NY,10034,Verified,(646) 490-6666,Inwoodhillswines.Com,Wineries (Mfrs),"$500,000-1 Million",B
Isabella Adult Day Health Care,Mark,Kator,Male,CEO,Eastern European,515 Audubon Ave,New York,NY,10040,Verified,(212) 342-9309,Mjhs.Org,Junior-Community College-Tech Institutes,,I
Isaiah Harosia Farmer,Isaiah,Harosia,Male,Owner,African American,4325 Slater Rd,Taberg,NY,13471,Verified,(315) 339-4147,Tdameritrade.Com,Dairy Farms,"Less Than $500,000",C
Island Bakery,Silvio,D'Astolfo,Male,Owner,Hispanic,4217 Broadway,Astoria,NY,11103,Verified,(718) 278-1958,NULL,Bakers-Retail,"Less Than $500,000",B
Island Park Deli,Joseph,Figueroa,Male,Owner,Hispanic,166 Long Beach Rd,Island Park,NY,11558,Verified,(516) 431-4513,Islandparkdeli.Com,Beverages (Whls),$10-20 Million,B+
Ito En Inc,Yosuke J O,Honjo,Male,CEO,Far Eastern,20 Jay St # 530,Brooklyn,NY,11201,Verified,(718) 250-4000,Itoen.Com,Beverages-Manufacturers,,B+
Ivoire African Market,Djene,Kaba,Female,Owner,African American,1339 Prospect Ave # 3,Bronx,NY,10459,Verified,(718) 620-1935,NULL,Grocers-Wholesale,$2.5-5 Million,B
J & J Hooper Food Corp,Jose,Garcia,Male,Owner,Hispanic,396 Hooper St,Brooklyn,NY,11211,Verified,(718) 384-7041,NULL,Convenience Stores,"$500,000-1 Million",B
J E B Grocery Corp,Domingo,Martinez,Male,Manager,Hispanic,49 W 181st St,Bronx,NY,10453,Verified,(718) 933-2239,NULL,Grocers-Wholesale,$1-2.5 Million,C+
Jack's $0.99 Store,Jack,Sanco,Male,Owner,Uncoded,16 E 40th St # A,New York,NY,10016,Verified,(212) 696-5767,NULL,Retail Shops,$5-10 Million,A
Jack's Stir Brew Coffee,Jack,Mazzola,Male,President,Mediterranean,138 W 10th St,New York,NY,10014,Verified,(212) 929-0821,Jacksstirbrew.Com,Coffee Shops,,A
Jacques Torres Chocolate Army,Ken,Gato,Male,Manager,Hispanic,140 58th St # 6h,Brooklyn,NY,11220,Verified,(347) 457-5826,Mrchocolate.Com,Candy & Confectionery-Retail,$1-2.5 Million,B+
Jane,Jing,Wan,Male,CEO,Far Eastern,100 W Houston St # A,New York,NY,10012,Verified,(212) 254-7000,Eventective.Com,Restaurants,$2.5-5 Million,A
JAV Food Corp,Gracie,Irizarry,Female,Manager,Hispanic,414 E 75th St # 3,New York,NY,10021,Verified,(212) 452-0690,Agatavalentina.Com,Gourmet Shops,,B+
Jeremy Grocery,Juan,Cabrare,Male,President,Hispanic,179 Warburton Ave,Yonkers,NY,10701,Verified,(914) 964-5727,NULL,Grocers-Wholesale,$5-10 Million,B+
Jerome Beverage Recycling,Danny,Borrero,Male,Owner,Hispanic,2100 Jerome Ave,Bronx,NY,10453,Verified,(917) 645-4360,NULL,Beverages (Whls),$1-2.5 Million,C+
Jetro Cash & Carry,Maria,Rodriguez,Female,HR Executive,Hispanic,566 Hamilton Ave,Brooklyn,NY,11232,Verified,(718) 768-0555,Jetro.Com,Grocers-Wholesale,$100-500 Million,A+
Jetro Cash & Carry,Mildred,Perez,Female,Manager,Hispanic,1506 132nd St,Flushing,NY,11356,Verified,(718) 762-1000,Jetro.Com,Grocers-Wholesale,$2.5-5 Million,B
Jetro Cash & Carry Inc,Stanley,Fleishman,Male,President,Not Available,1524 132nd St,College Point,NY,11356,Verified,(718) 939-6400,Restaurantdepot.Com,Grocers-Wholesale,,A+
Jo Jo Apples,Gail,Vasta,Female,Owner,Hispanic,85 Lido Blvd,Point Lookout,NY,11569,Verified,(516) 432-6494,Jojoapples.Com,Restaurants,"Less Than $500,000",B
Joe & John's Pizzeria & Rstrnt,John,Mistereti,Male,Owner,Uncoded,5910 Myrtle Ave,Ridgewood,NY,11385,Verified,(718) 497-0078,Joejohnspizzeriamenu.Com,Pizza,"Less Than $500,000",C
Joe's Pizzeria Rstrnt & Deli,Antonio,Toyotl,Male,Owner,Hispanic,6116 Flushing Ave,Maspeth,NY,11378,Verified,(718) 894-3661,Joes-Pizzeria.Com,Restaurants,"Less Than $500,000",B
Joes,Victor,Zarco,Male,Owner,Hispanic,483 5th Ave,Brooklyn,NY,11215,Verified,(718) 369-2634,Joespizzaparkslopemenu.Com,Pizza,"Less Than $500,000",C
John's Of Bleecker St,Pete,Garcia,Male,Manager,Hispanic,278 Bleecker St,New York,NY,10014,Verified,(212) 243-1680,Johnsbrickovenpizza.Com,Pizza,"$500,000-1 Million",B+
Jora Restaurant,Alejandro,Rojas,Male,CEO,Hispanic,4746 11th St,Long Island City,NY,11101,Verified,(718) 392-2033,Newyorkperuvianrestaurant.Com,Restaurants,"Less Than $500,000",C+
Joselyn Grocery,Francisco,Medina,Male,Owner,Hispanic,2238 Morris Ave,Bronx,NY,10453,Verified,(718) 562-1187,NULL,Grocers-Wholesale,$5-10 Million,B+
Joseph Victori Wines Inc,Joseph,Victori,Male,Owner,Uncoded,17 Prospect St,Huntington,NY,11743,Verified,(631) 423-8500,NULL,Wines-Wholesale,$5-10 Million,B
Joserg Pizzeria,Maurico,Castaneda,Male,Owner,Hispanic,77 Centre Ave,New Rochelle,NY,10801,Verified,(914) 380-5221,NULL,Pizza,"Less Than $500,000",C+
Joyce Bakeshop,Joyce,Quitasol,Female,Owner,Hispanic,646 Vanderbilt Ave,Brooklyn,NY,11238,Verified,(718) 623-7470,Joycebakeshop.Com,Restaurants,"Less Than $500,000",C+
Judy's Spanish Restaurant,Ofalia,Reyes,Female,Manager,Hispanic,1505 Lexington Ave,New York,NY,10029,Verified,(212) 831-0193,Judysny.Com,Restaurants,"Less Than $500,000",B
Juliana's,Patsy,Grimaldi,Male,Owner,Mediterranean,19 Old Fulton St,Brooklyn,NY,11201,Verified,(718) 596-6700,Julianaspizza.Com,Pizza,"Less Than $500,000",C
Jumbo Pizza,Theo,Paloumbas,Male,Owner,African American,3594 Broadway,New York,NY,10031,Verified,(212) 491-2990,Jumbopizzanyc.Com,Pizza,"Less Than $500,000",C+
Just Made 4 U,Jarvis,Fernandez,Male,Manager,Hispanic,8021 37th Ave,Jackson Heights,NY,11372,Verified,(718) 205-8102,Justmade4ujacksonheights.Com,Accounting & Bookkeeping General Svc,"Less Than $500,000",B+
Justino's Pizzeria,Justino,Aonialioni,Male,President,Hispanic,881 10th Ave,New York,NY,10019,Verified,(212) 582-1222,NULL,Pizza,"Less Than $500,000",C+
Kanyinsola African-Caribbean,Funmilayo,Olufemi,Female,Owner,African American,4012 Church Ave,Brooklyn,NY,11203,Verified,(718) 462-1985,NULL,Beverages (Whls),$5-10 Million,B+
KATZ Delicatessen,Fred,Austin,Male,Partner,Western Europe,205 E Houston St,New York,NY,10002,Verified,(212) 254-2246,Katzsdelicatessen.Com,Restaurants,$5-10 Million,A
Kava LA Reina Farm LLC,Amy,Castillo,Female,Manager,Hispanic,116 Brandle Rd,Altamont,NY,12009,Verified,Not Available,NULL,Farms,"Less Than $500,000",C
Kerekes Bakery-Rstrnt Equipt,Tovia,Fleischman,Female,Owner,Not Available,6103 15th Ave,Brooklyn,NY,11219,Verified,(718) 437-0260,Bakedeco.Com,Restaurant Equipment & Supplies (Whls),$2.5-5 Million,B+
KEST Pizza & Vino,Roberto,Caporuscia,Male,Owner,Hispanic,271 Bleecker St,New York,NY,10014,Verified,(212) 243-1500,Newyorkhandmadepizza.Com,Pizza,$1-2.5 Million,B+
Keuka Spring Winery,Len,Wiltberger,Male,Owner,Uncoded,243 Rt 54 East Lake Rd,Penn Yan,NY,14527,Verified,(315) 536-3147,Keukaspringwinery.Com,Wineries (Mfrs),$2.5-5 Million,A
Keweens Inc,Patrick,Tomar,Male,Owner,Hispanic,8045 Kew Gardens Rd # 3,Kew Gardens,NY,11415,Verified,(718) 261-2299,NULL,Liquors-Retail,"$500,000-1 Million",B
Key Food,Sam,Collado,Male,Manager,Hispanic,4215 30th Ave,Astoria,NY,11103,Verified,(718) 267-7302,Keyfood.Com,Grocers-Retail,$5-10 Million,A+
Key Food,Bona,Vita,Female,General Mgr,Hispanic,3151 Westchester Ave,Bronx,NY,10461,Verified,(718) 824-2263,Keyfood.Com,Grocers-Retail,$5-10 Million,A+
Key Food,Derwin,Diaz,Male,Manager,Hispanic,1215 Sutter Ave,Brooklyn,NY,11208,Verified,(718) 235-1036,Keyfood.Com,Grocers-Retail,$5-10 Million,A
Key Food,Bryan,Im,Male,Manager,Far Eastern,208 Crescent St,Brooklyn,NY,11208,Verified,(718) 348-9055,Keyfood.Com,Grocers-Retail,$2.5-5 Million,A
Key Food,Jose,Diaz,Male,Owner,Hispanic,72 Wyckoff Ave,Brooklyn,NY,11237,Verified,(718) 417-8010,Keyfood.Com,Grocers-Retail,$5-10 Million,A+
Key Food,Jusbo,Moreno,Male,General Mgr,Hispanic,10827 Queens Blvd,Forest Hills,NY,11375,Verified,(718) 268-9270,Keyfood.Com,Grocers-Retail,$20-50 Million,A+
Key Food,Jose,Diaz,Male,General Mgr,Hispanic,25901 Union Tpke,Glen Oaks,NY,11004,Verified,(718) 831-6229,Keyfood.Com,Grocers-Retail,$20-50 Million,A+
Key Food,Iuben,Luna,Male,General Mgr,Hispanic,3550 Broadway,New York,NY,10031,Verified,(646) 790-2894,Keyfood.Com,Grocers-Retail,$5-10 Million,A+
Killmeyer's Old Bavaria Inn,Ken,Tirado,Male,Owner,Hispanic,4254 Arthur Kill Rd,Staten Island,NY,10309,Verified,(718) 984-1202,Killmeyers.Com,Restaurants,"$500,000-1 Million",B+
King Kullen Grocery Co Inc,Brian C,Cullen,Male,President,Western Europe,185 Central Ave,Bethpage,NY,11714,Verified,(516) 733-7100,Kingkullen.Com,Grocers-Retail,,A+
Kingsbridge Donut Shop,Fernando,Rodriguez,Male,President,Hispanic,249 W 231st St # 1,Bronx,NY,10463,Verified,(347) 346-4171,Kingsbridgedonutshop.Com,Doughnuts,"Less Than $500,000",C+
Kittery Restaurant,Madison,Cruz,Female,Owner,Hispanic,305 Smith St,Brooklyn,NY,11231,Verified,(718) 643-3293,Eatkitterynyc.Com,Restaurants,"Less Than $500,000",C+
Kmmi Delicia Bakery,Janet,Borja,Female,Owner,Hispanic,2785 3rd Ave,Bronx,NY,10455,Verified,(718) 993-1157,NULL,Bakers-Retail,"Less Than $500,000",B
Kobrand Corp,Robert,Deroose,Male,CEO,Uncoded,1 Manhattanville Rd # 401,Purchase,NY,10577,Verified,(914) 253-7700,NULL,Wines-Wholesale,$2.5-5 Million,B
Kossar's Bagels & Bialys,Danny,Cohen,Male,Owner,Not Available,367 Grand St,New York,NY,10002,Verified,(212) 473-4810,Kossars.Com,Bakers-Retail,"Less Than $500,000",B+
Krasdale Foods,Charles A,Krasne,Male,CEO,Not Available,65 W Red Oak Ln # 2,White Plains,NY,10604,Verified,(914) 694-6400,Krasdalefoods.Com,Grocers-Retail,,A+
Krasdale Foods Distribution,Charles,Krasne,Male,CEO,Not Available,400 Food Center Dr,Bronx,NY,10474,Verified,(718) 378-1100,Krasdalefoods.Com,Food Products (Whls),$100-500 Million,A+
Kurt Weiss Greenhouses Inc,Russell,Weiss,Male,President,Not Available,95 Main St,Center Moriches,NY,11934,Verified,(631) 878-2500,Kurtweiss.Com,Florists-Wholesale,,A+
L & M Grocery,Jose,Falcon,Male,Manager,Hispanic,2643 Frederick Douglass Blvd,New York,NY,10030,Verified,(212) 690-3600,NULL,Convenience Stores,"Less Than $500,000",C+
L'Artusi,August,Carcona,Male,CEO,Uncoded,228 W 10th St # 1,New York,NY,10014,Verified,(212) 255-5757,Lartusi.Com,Restaurants,"$500,000-1 Million",B+
LA Abundancia,Ruben,Rojas,Male,Manager,Hispanic,8116 Roosevelt Ave,Jackson Heights,NY,11372,Verified,(718) 205-7090,NULL,Bakers-Retail,"Less Than $500,000",B
LA Antillana Pizzeria,Luis,Guzman,Male,Owner,Hispanic,1112 Westchester Ave,Bronx,NY,10459,Verified,(718) 589-4446,NULL,Pizza,"Less Than $500,000",C+
LA Bagel Delight,Ron,Lopez,Male,Owner,Hispanic,90 Court St,Brooklyn,NY,11201,Verified,(718) 522-4495,Bagelbrooklyn.Us,Bagels,"Less Than $500,000",B+
LA Bodega Deli & Grocery,Thomas,Gomez,Male,Owner,Hispanic,978 Mcdonald Ave,Brooklyn,NY,11230,Verified,(718) 437-4081,NULL,Grocers-Retail,"Less Than $500,000",C+
LA Botaneria,Roberto,Santibanez,Male,Owner,Hispanic,427 7th Ave # B,Brooklyn,NY,11215,Verified,(347) 987-3570,Labotaneria.Com,Restaurants,"Less Than $500,000",C+
LA Bottega,Maria,Molina,Female,Manager,Hispanic,234 Merrick Rd # C,Rockville Centre,NY,11570,Verified,(516) 593-4930,NULL,Restaurants,"Less Than $500,000",C+
LA Cabana,Jesus,Heraldo,Male,Owner,Hispanic,3318 30th Ave,Astoria,NY,11103,Verified,(718) 267-7113,Lacabanavenice.Com,Restaurants,"Less Than $500,000",B
LA Casa Latina,Greg,Hernandez,Male,Owner,Hispanic,611 Old Country Rd,Westbury,NY,11590,Verified,(516) 280-7795,5demayomexican.Com,Restaurants,"Less Than $500,000",C+
LA Churreria,Jesus,Manso,Male,Owner,Hispanic,284 Mulberry St # A,New York,NY,10012,Verified,(212) 219-0400,NULL,Restaurants,"$500,000-1 Million",B
LA Cocina Boricua,Peter,Vega,Male,Manager,Hispanic,2245 Westchester Ave,Bronx,NY,10462,Verified,(347) 281-5375,Lacocinaboricua.Com,Beverages (Whls),$2.5-5 Million,B
LA Colombianita Bakery,Maria,Contreras,Female,Owner,Hispanic,10837 Corona Ave,Flushing,NY,11368,Verified,(718) 393-0063,NULL,Bakers-Retail,"Less Than $500,000",B
LA Escondida Corp,Andres,Garcia,Male,Owner,Hispanic,129 Lake,Newburgh,NY,12550,Verified,(845) 562-1387,Laescondidacelebrationcenter.Com,Food Products & Manufacturers,"$500,000-1 Million",B
LA Fusta Restaurant,Casper,Catarian,Male,Owner,Uncoded,8032 Baxter Ave,Elmhurst,NY,11373,Verified,(718) 429-8222,Lafustarestaurant.Com,Restaurants,"Less Than $500,000",B
LA Giralda Bakery,Mindom,Velasquez,Male,Owner,Hispanic,1035 E 163rd St,Bronx,NY,10459,Verified,(718) 991-8120,NULL,Bakers-Retail,"Less Than $500,000",B+
LA Guadalupana Restaurant,Jineo,Jimenez,Male,Owner,Hispanic,64 Main St,Brewster,NY,10509,Verified,(845) 279-8891,NULL,Restaurants,"Less Than $500,000",B
LA Lanterna Di Vittorio,Vittorio,Antonini,Male,CEO,Mediterranean,129 Macdougal St,New York,NY,10012,Verified,(212) 529-5945,Lalanternacaffe.Com,Coffee Shops,$1-2.5 Million,A
LA Maison Du Chocolat,Joel,Matos,Male,Manager,Hispanic,1018 Madison Ave # A,New York,NY,10075,Verified,(212) 744-7117,Lamaisonduchocolat.Us,Gift Baskets & Parcels,"$500,000-1 Million",B
LA Mexicana Grocery Store,Everardo,Sosa,Male,Owner,Hispanic,1759 State St,Schenectady,NY,12304,Verified,(518) 346-1700,NULL,Grocers-Retail,"Less Than $500,000",C+
LA Mirabelle,Nathalie,Chadou,Female,Owner,African American,102 W 86th St # 1,New York,NY,10024,Verified,(212) 496-8700,Lamirabellenyc.Com,Restaurants,"$500,000-1 Million",B+
LA Morada,Marco,Saavedra,Male,Other,Hispanic,308 Willis Ave # A,Bronx,NY,10454,Verified,(718) 292-0235,Lamoradanyc.Com,Restaurants,"Less Than $500,000",C+
LA Nacional,Lolo,Manso,Male,Owner,Hispanic,239 W 14th St # 1,New York,NY,10011,Verified,(212) 929-7873,Lanacionalrestaurant.Com,Restaurants,"Less Than $500,000",B
LA Nonna Bella Ristorante,Pasquale,Devivo,Male,Owner,Mediterranean,660 Franklin Ave,Garden City,NY,11530,Verified,(516) 248-0366,Lanonnabella.Com,Restaurants,"Less Than $500,000",C+
LA Nueva Bakery,Hector,Alvez,Male,Owner,Hispanic,8610 37th Ave,Jackson Heights,NY,11372,Verified,(718) 507-4785,Lanuevabakery.Com,Bakers-Retail,"Less Than $500,000",B
LA Placita,Juan,Paulino,Male,President,Hispanic,92 Wicks Rd,Brentwood,NY,11717,Verified,(631) 231-0913,NULL,Grocers-Retail,"Less Than $500,000",C+
LA Poblanita,Carlos,Avila,Male,Manager,Hispanic,73 Poningo St,Port Chester,NY,10573,Verified,(914) 481-5566,NULL,Grocers-Retail,"Less Than $500,000",C+
LA Poblanita Meat Market Corp,Freddie,Rijo,Male,Owner,Hispanic,424 Main St,Poughkeepsie,NY,12601,Verified,(845) 454-5573,NULL,Grocers-Retail,"Less Than $500,000",B
LA Pulperia,Victor,Medina,Male,Owner,Hispanic,371 W 46th St # 2,New York,NY,10036,Verified,(212) 956-3055,Pulperianyc.Com,Restaurants,"Less Than $500,000",C+
LA Rioja,Jose,Rodriguez,Male,Owner,Hispanic,3305 Broadway,Astoria,NY,11106,Verified,(718) 932-0101,Lariojany.Com,Restaurants,"Less Than $500,000",B
LA Rosa Brothers Food Distrs,Angelo,LA Rosa,Male,Owner,Hispanic,52 Wolcott Rd,Levittown,NY,11756,Verified,(516) 735-0441,Ferrarofoods.Com,Food Products (Whls),$20-50 Million,A
LA Rosa Fine Foods,Jesus,Perez,Male,Owner,Hispanic,4161 Broadway,New York,NY,10033,Verified,(212) 923-4100,Larosafoodsny.Com,Food Products (Whls),$5-10 Million,B+
LA Slowteria,Stephanie H,DE Orozco,Female,CEO,Hispanic,548 Court St,Brooklyn,NY,11231,Verified,(718) 858-2222,Laslowteria.Com,Restaurants,"Less Than $500,000",C+
LA Tarte Flambee,Mathias,Peter,Male,Owner,Western Europe,153 E 33rd St # A,New York,NY,10016,Verified,(917) 261-2070,NULL,Restaurants,"$500,000-1 Million",B
LA Venezolana Corp,Francisco,Martinez,Male,Owner,Hispanic,654 Sackett St,Brooklyn,NY,11217,Verified,(718) 922-0233,Venezolanacorp.Com,Flour (Whls),$2.5-5 Million,B
LA Vid Wine & Spirits,Alexis,Castillo-Queza,Female,General Mgr,Hispanic,315 Avenue Of The Americas,New York,NY,10014,Verified,(212) 242-4545,NULL,Liquors-Retail,$1-2.5 Million,B
Lacasa Del Pollo Peruano II,Henry,Zea,Male,Manager,Hispanic,8112 Roosevelt Ave,Jackson Heights,NY,11372,Verified,(718) 205-7023,NULL,Restaurants,"Less Than $500,000",B
Lali Restaurant,Vicente,Felax,Male,Owner,Hispanic,630 10th Ave,New York,NY,10036,Verified,(212) 664-1507,NULL,Coffee Shops,"Less Than $500,000",C+
Lamarca Pasta Restaurant,Joseph,LA Marca,Male,Owner,Hispanic,161 E 22nd St,New York,NY,10010,Verified,(212) 674-6363,NULL,Restaurants,"Less Than $500,000",B
Lapoblanita Grocery Store,Santos,Lopes,Male,President,Hispanic,56 Mill St,Newburgh,NY,12550,Verified,(845) 561-6250,NULL,Grocers-Retail,"Less Than $500,000",B
