name,street,city,state,zip,x,y,website,facebook,twitter,email,phone,fmid,operation id,data_source,current_ww_vendor,compared
Colchester Farm Community Supported Agriculture,P.O. Box 191,Georgetown,Maryland,21930,,,http://colchesterfarm.org/,https://www.facebook.com/pages/Colchester-Farm-Community-Supported-Agriculture/72282200070,,manager@colchesterfarm.org,,,,csa,NO,true
Peddler Farms C.S.A. & Buyers Club,830 Washington Ave,Woodbine,New Jersey,8270,,,,@peddlerhomestead,,Thegardenpeddler@gmail.com,7327032382,,,csa,NO,true
Joy B's Farm CSA & Cooperatives,"77 Orchard Drive, P.O. Box 254",Towaco,New Jersey,7082,,,,,,stewardsffsafety@yahoo.com,973 334-3331,,,csa,NO,true
Colchester Farm CSA,31285 Georgetown Cemetery Road,Galena,Maryland,21635,,,http://www.colchesterfarm.org,https://www.facebook.com/pages/Colchester-Farm-Community-Supported-Agriculture/7228220007,,manager@colchesterfarm.org,443-282-1409,,,csa,NO,true
Fulton Stall Market CSA,91 South St.,New York ,New York,10038,,,http://www.fultonstallmarket.org,,,info@fultonstallmarket.org,2123401380,,,csa,NO,true
Fulton Stall Market CSA,91 South St.,New York ,New York,10038,,,http://www.fultonstallmarket.org,fultonmarketnyc,,info@fultonstallmarket.org,9172316071,,,csa,NO,true
Wilson's Farm Market,2838 Forge Hill Road,Bel Air,Maryland,21015,,,http://www.wilsonfarmmarket.net,https://www.facebook.com/wilsonsfarmmarket,,wilsonsfarmmarket@verizon.net,443-504-3656,,,csa,NO,true
Prospect Lefferts Gardens CSA,"Maple Street School, 21 Lincoln Road",Brooklyn,New York,11225,,,http://www.plgcsa.org,http://www.facebook.com/plgcsa,,board@plgcsa.org,347-823-1076,,,csa,NO,true
Prince George-Norwich Meadows Farm CSA,14 E 28th Street,New York,New York,10016,,,http://princegeorgecsa.com/,https://www.facebook.com/groups/220446108029083/,,ljung@commonground.org,212-471-0857,,,csa,NO,true
Prescott's Patch,2338 River Road,Bainbridge,Pennsylvania,17502,,,,,,prescotts.patch@gmail.com,717-975-7417,,,csa,NO,true
Carnegie Hill CSA,1085 Fifth Avenue ,New York,New York,10128,,,http://carnegiehillcsa.org/,https://www.facebook.com/carnegiehillcsa,,info90csa@gmail.com,6465245439,,,csa,NO,true
Fifer' 'Delmarva Box' CSA,1919 Allabands Mill Road,Camden-Wyoming,Delaware,19934,,,http://www.fiferorchards.com/,https://www.facebook.com/fiferorchards,,michael@fiferorchards.com,302-697-2141,,,csa,NO,true
One Straw Farm LLC,19718 Kirkwood Shop Rd,White Hall,Maryland,21161,,,http://www.onestrawfarm.com,https://www.facebook.com/pages/One-Straw-Farm/83496713537,,joan@onestrawfarm.com,410-357-9857,,,csa,NO,true
Gib's Farm,251 Campbell Road,Catawissa,Pennsylvania,17820,,,,https://www.facebook.com/gibsfarm,,gibsfarm@gmail.com,570-486-3006,,,csa,NO,true
Little Gunpowder Farm,17028 Old York Rd.,Monkton,Maryland,21111,,,,https://www.facebook.com/littlegunpowderfarm,,farmers@littlegunpowderfarm.com,4348820079,,,csa,NO,true
Full Circle Farm,920 Bird River Beach Rd.,Baltimore,Maryland,21220,,,,www.facebook.com/fullcirclefarmllc,,Danny@fullcirclefarmllc.com,4439120794,,,csa,NO,true
Oak Spring Farm,20633 Mt. Zion Rd,Freeland,Maryland,21053,,,http://www.oakspring-farm.com,Oak Spring Farm,,lisa.oakspringfarm@gmail.com,4434178840,,,csa,NO,true
Bialas Farms,74 Celery Avenue,New Hampton,New York,10958,,,http://www.bialasfarms.com,https://www.facebook.com/BialasFarms/,,farmer@bialasfarms.com,845-374-6941,,,csa,NO,true
Moon Valley Farm,1124 Greenway Road,Cockeysville,Maryland,21030,,,http://www.moonvalleyfarm.net/,https://www.facebook.com/moonvalleybaltimore/,,emma@moonvalleyfarm.net,410 207 0241,,,csa,NO,true
Windy Hill Family Farm,100 windy hill farm lane,Centreville,Maryland,21617,,,,,,windyhillfamilyfarm@gmail.com,(443) 687-9402 ,,,csa,NO,true
Peace and Carrots Farm,Johnson Road,Chester,New York,10918,,,http://www.peaceandcarrotsfarm.com,https://www.facebook.com/PeaceAndCarrotsFarm,,peaceandcarrotscsa@gmail.com,845-913-6187,,,csa,NO,true
J&A Farm,PO box 304,Goshen ,New York,10924,,,http://www.jafarm.org,,,jabialasfarm@live.com,,,,csa,NO,true
Real Food Farm (a project of Civic Works),2445 E 32nd St.,Baltimore,Maryland,21218,,,http://www.realfoodfarm.org,https://www.facebook.com/rffpage,,realfoodfarm@civicworks.com,(443) 531-8346,,,csa,NO,true
Two Boots Farm,4226 Maple Grove Rd.,Hampstead,Maryland,21074,,,http://www.twobootsfarm.com/,https://www.facebook.com/twobootsfarm,,twobootsfarm@gmail.com,215-740-6214,,,csa,NO,true
Jubilee Back Forty,Hudson Rd across from Sposatos Landscaping,Milton,Delaware,19968,,,http://www.jubileebackforty.com/,,,fresh@jubileebackforty.com,(302) 542-9642,,,csa,NO,true
Whitelock Community Farm CSA,900 Whitelock Street,Baltimore ,Maryland,21217,,,http://www.whitelockfarm.org,https://www.facebook.com/whitelockcommunityfarm,,farmer@whitelockfarm.org,410-205-6572,,,csa,NO,true
Yeehaw Farm Whole Diet CSA,51 Rohrer Drive,Duncannon,Pennsylvania,17020,,,http://www.yeehawfarms.com,https://www.facebook.com/pages/Yeehaw-Farm/179809875371755,,yeehawfarm@yahoo.com,717-834-9667,,,csa,NO,true
The Multi-Farm Meat CSA,678 Cochecton Tpke,Tyler Hill,Pennsylvania,18469,,,http://www.twinbrookfarmsandlivestock.com,https://www.facebook.com/TwinBrookFarms,,cms346@cornell.edu,5702244381,,,csa,NO,true
Evermore Farm,150 Rockland Road,Westminster,Maryland,21158,,,http://www.evermorefarm.com,https://www.facebook.com/EvermoreFarm,,ginger@evermorefarm.com,443-398-6548,,,csa,NO,true
"Chestnut Creek Farm, LLC",3610 Baker Road,Westminster,Maryland,21157,,,http://www.chestnutcreekfarm.com,https://www.facebook.com/chestnutcreekfarm,,chestnutcreekfarm@gmail.com,410-259-3023,,,csa,NO,true
North Mountain Pastures,201 Cold Storage Rd,Newport,Pennsylvania,17074,,,http://www.NorthMountainPastures.com,https://www.facebook.com/NorthMountainPastures?ref=stream&ws&nr&fref=nf,,brooks@northmountainpastures.com,7174973496,,,csa,NO,true
Earth Spring Farm,366 Stought Road,Carlisle,Pennsylvania,17015,,,http://www.earthspringcsa.com,https://www.facebook.com/pages/Earth-Spring-Farm/190463371472,,earthspringcsa@gmail.com,717-805-7778,,,csa,NO,true
Orchard Country  Produce and Fruit Farm,1410 Goodyear Rd.,Gardners,Pennsylvania,17324,,,http://www.orchardcountryproduce.com,https://www.facebook.com/orchardcountryproduce,,ocp@orchardcountryproduce.com,717-486-4653,,,csa,NO,true
Piney Mountain Orchard,197 Coon Road,Gardners,Pennsylvania,17324,,,http://www.pineymountainorchard.com,https://www.facebook.com/pineymountain,,meganrulli@gmail.com,717-514-4256,,,csa,NO,true
Hilltop Hanover Farm & Environmental Center,1271 Hanover Street,Yorktown Heights,New York,10598,,,http://www.hilltophanoverfarm.org,https://www.facebook.com/hilltophanoverfarm/,,Lucille@hilltophanoverfarm.org,9149622368,,,csa,NO,true
Blades Orchard at Friendship Farms,4822 Preston Road,Federalsburg,Maryland,21632,,,http://www.bladesorchard@bladesorchard.com,https://www.facebook.com/bladesorchard,,bladesorchard@bladesorchard.com,410-829-0334,,,csa,NO,true
Glynwood CSA,Glynwood Rd,Cold Spring,New York,10516,,,http://www.glynwood.org,https://www.facebook.com/glynwoodorg,,jnelson@glynwood.org,845-265-3338 ext 131,,,csa,NO,true
Harford Farm and Flower Market,p. o. box 128,Harford,Pennsylvania,18823,,,http://harfordfarmpa.com/,https://www.facebook.com/pages/Harford-Farm-and-Flower-Market/322825071642?fref=ts,,harfordfarm@gmail.com,570-434-2592,,,csa,NO,true
Gorman Farms / CSA,10151 Gorman Rd,Laurel,Maryland,20723,,,https://gormanfarmscsa.com/,https://www.facebook.com/gormanproducefarm,,info@gormanfarmscsa.com,3019088063,,,csa,NO,true
Pheasant Hill Farm,4755 Buffalo Rd,Mount Airy,Maryland,21771,,,,,,msatter195@aol.com,410-215-7173,,,csa,NO,true
Simpaug Farms,38C Grove Street,Ridgefield,Connecticut,6877,,,http://www.simpaugfarms.com/,https://www.facebook.com/simpaugfarms/,,info@simpaugfarms.com,203-984-7289,,,csa,NO,true
Village Acres Farm & FoodShed,229 Cuba Mills Road,Mifflintown,Pennsylvania,17059,,,http://www.villageacresfarm.com,www.facebook.com/villageacres,,hannah@villageacresfarm.com,717-436-9477,,,csa,NO,true
SPACE on Ryder Farm CSA,406 Starr Ridge Road,Brewster,New York,10509,,,http://www.spaceonryderfarm.org/farm,https://www.facebook.com/SPACEonryderfarm/,,csa@spaceonryderfarm.org,6468338159,,,csa,NO,true
Stony Branch Growers,9910 4 Points Rd,Rocky Ridge,Maryland,21778,,,http://www.stonybranchgrowers.com,https://www.facebook.com/pages/Stony-Branch-Growers/290522301074318,,stonybranchgrowers@gmail.com,301-788-1498,,,csa,NO,true
Fishkill Farms CSA,9 Fishkill Farm Rd,Hopewell Junction,New York,12533,,,http://www.fishkillfarms.com/,https://www.facebook.com/fishkillfarms/,,csa@fishkillfarms.com,8457658587,,,csa,NO,true
Root 'N Roost Farm,64 Mineral Springs Road,Livingston Manor,New York,12758,,,http://www.rootnroost.com,https://www.facebook.com/RootnRoostFarm,,info@rootnroost.com,845-292-9126,,,csa,NO,true
Huguenot St Farm,205 Huguenot St,New Paltz,New York,12561,,,http://www.Huguenotfarm.com,https://www.facebook.com/pages/Huguenot-Farm-CSA/178393065539753,,gavin@huguenotfarm.com,8454192164,,,csa,NO,true
Healthway Farms,740 South Street,Highland,New York,12528,,,http://www.healthwayfarms.wordpress.com,https://www.facebook.com/HealthwayFarmsCSA,,HealthwayFarmsCSA@gmail.com,8452045117,,,csa,NO,true
Cabin Creek Heritage Farm,18235 Clagett Landing Road,Upper Marlboro,Maryland,20774,,,http://www.cabincreekheritagefarm.com,www.facebook.com/cabincreekheritagefarm,,amanda@cabincreekheritagefarm.com,301-430-0170,,,csa,NO,true
Hemlock Creek CSA ,1944 Stevens Point Rd,Susquehanna,Pennsylvania,18847,,,http://www.hemlockcreekcsa.com,https://www.facebook.com/hemlockcreekcsa,,hemlockcreekcsa@gmail.com,570-727-3046,,,csa,NO,true
Shadows of Catoctin Farm,6517 Fish Hatchery Rd,Thurmont,Maryland,21788,,,http://www.shadowsofcatoctinfarm.com,https://www.facebook.com/pages/Shadows-of-Catoctin-Farm/481500495244345,,shadowsofcatoctinfarm@mindspring.com,3018983228,,,csa,NO,true
Poughkeepsie Farm Project,PO Box 3143,Poughkeepsie,New York,12603,,,http://www.farmproject.org,https://www.facebook.com/farmproject,,leeanne@farmproject.org,845-516-1100,,,csa,NO,true
HOG Farm,PO Box 256,Brookhaven,New York,11719,,,http://www.hamletorganicgarden.org,https://www.facebook.com/pages/Hamlet-Organic-Garden/106383082746526,,mail@hamletorganicgarden.org,631-286-7068,,,csa,NO,true
Citizens of Earth,12600 Piedmont Road,Clarksburg,Maryland,20871,,,http://www.thecitizensofearth.org,https://www.facebook.com/Citizens-of-Earth-466859626793595/,,citizens@thecitizensofearth.org,2404829109,,,csa,NO,true
Neversink Farm,635 Claryville Road,Claryville,New York,12725,,,http://www.neversinkfarm.com,https://www.facebook.com/NeversinkFarm,,farmer@neversinkfarm.com,845-985-2519,,,csa,NO,true
Yesterdays Favorite Farm,9327 Gap Rd,Waynesboro,Pennsylvania,17268,,,http://www.yesterdaysfavoritefarm.com,https://www.facebook.com/yesterdaysfavorites,,yesterday@innernet.net,717-658-2501,,,csa,NO,true
Catskill Cattle Co - Catskill Fresh CSA,96 Laurel Bank Ave,Deposit,New York,13754,,,http://www.catskillfresh.com,http://www.facebook.com/catskillcattle,,lizz@catskillcattle.com,6074675762,,,csa,NO,true
Spiritual Food CSA,4217 East West Hwy,Bethesda,Maryland,20814,,,http://www.spiritualfoodcsa.org,,,shantiyoga.sol@gmail.com,2406448413,,,csa,NO,true
Chocolates and Tomatoes Farm,19722 Teakwood Cir,Germantown,Maryland,20874,,,http://www.chocolatesandtomatoes.com,www.facebook.com/Chocolates-and-Tomatoes-Farm-169936913209363,,chocolatesandtomatoes@gmail.com,5712712686,,,csa,NO,true
Common Good City Farm,V Street NW between 2nd and 4th Streets NW,Washington ,District of Columbia,20001,,,,https://www.facebook.com/CommonGoodCityFarm,,rachael@commongoodcityfarm.org,(202) 559-7513,,,csa,NO,true
Royal Kings Farm,14400 Jones Lane,Darnestown,Maryland,20878,,,,,,secretary@ksciregistry.com,2405154791,,,csa,NO,true
4P Foods,"350 G Street SW, Unit N216",Washington,District of Columbia,20024,,,http://www.4pfoods.com,https://www.facebook.com/4pfoods,,Tom@4PFoods.com,7037326664,,,csa,NO,true
Sycamore Spring Farm,6003 Elmer Derr Road,Frederick,Maryland,21703,,,http://www.sycamorespringfarm.org,https://www.facebook.com/SycamoreSpringFarm,,sycamorespringfarm@gmail.com,301-788-6980,,,csa,NO,true
Solid Ground Farm,205 Hidden Valley Rd,Kingston,New York,12401,,,http://solidground.farm/,https://www.facebook.com/solidgroundfarmny/,,solidgroundfarm@gmail.com,518-528-9382,,,csa,NO,true
Rocklands Farm,14525 Montevideo Rd,Poolesville,Maryland,20837,,,http://www.RocklandsFarmMD.com,https://www.facebook.com/pages/Rocklands-Farm/389193215655,,info@rocklandsfarmmd.com,301-825-8075,,,csa,NO,true
"Amalthea Ridge, LLC",9713 fringe tree rd.,Great Falls,Virginia,22066,,,http://www.amalthearidge.com,,,homestead@amalthearidge.com,5719694628,,,csa,NO,true
Potomac Vegetable Farms,9627 Leesburg Pike,Vienna,Virginia,22182,,,http://www.potomacvegetablefarms.com,,,hana.newcomb@gmail.com,703 759 2119,,,csa,NO,true
Zekiah farms LLC ,5235 bryantown rd,Waldorf ,Maryland,20601,,,http://www.zekiahfarms,https://www.facebook.com/zekiahfarmsllc,,Dcthorne@icloud.com,240-216-4067,,,csa,NO,true
Massaro Farm CSA,41 Ford Road,Woodbridge,Connecticut,6525,,,http://www.massarofarm.org,https://www.facebook.com/MassaroCommunityFarm,,csa@massarofarmcsa.org,203-736-8618,,,csa,NO,true
HuckleBerry Fresh,7 North St NE Apt 1,Leesburg ,Virginia,20176,,,https://huckleberryfresh.luluslocalfood.com/,www.facebook.com/HuckleBerryFresh,,HuckleBerryFreshVA@gmail.com,7037284407,,,csa,NO,true
Healthy Harvest Farm, 2423 Jacksonville Road,Bellefonte,Pennsylvania,16823,,,http://www.healthyharvestfarmcsa.com/,https://www.facebook.com/HealthyHarvestCSA,,HHfarmCSA@hotmail.com,814-355-2842,,,csa,NO,true
East Brook Farm CSA,2253 County Rte 22,Walton,New York,13856,,,http://eastbrookfarm.com/,https://www.facebook.com/East-Brook-Farm-1668855173394534/,,eastbrookcommunityfarm@gmail.com,607-865-5529,,,csa,NO,true
Garden of Eve Organic Farm ,4558 Sound Ave,Riverhead,New York,11901,,,http://www.GardenofEveFarm.com,GardenofEve,,farmer@gardenofevefarm.com,6317228777,,,csa,NO,true
RO-JO FARMS ,327 Litchfield Tpke,Bethany,Connecticut,6524,,,http://www.RO-JOFARMS.COM,https://www.facebook.com/RoJoFarms,,FARM@RO-JOFARMS.COM,2036541595,,,csa,NO,true
Quarter Branch Farm, 40327 Quarter Branch Road,Lovettsville,Virginia,20180,,,http://www.quarterbranchfarm.com/,https://www.facebook.com/QuarterBranchFarm,,kevin@quarterbranchfarm.com,,,,csa,NO,true
"Spring House Farm, LLC",37864 Long Lane,Lovettsville,Virginia,20180,,,http://www.SpringHouseFarmVA.com,https://www.facebook.com/SpringHouseFarm,,springhousefarmva@gmail.com,703-728-6623,,,csa,NO,true
"Sun One Organic Farm, LLC ",50 Maddox Road ,Bethlehem,Connecticut,6751,,,http://www.facebook.com/pages/Sun-One-Organic-Farm/141754712550613?,https://www.facebook.com/pages/Sun-One-Organic-Farm/141754712550613,,sun1organic@aol.com,203-266-7973,,,csa,NO,true
Aliabaad Farm,4040 Mills Road,Sharpsburg,Maryland,21782,,,,https://www.facebook.com/aliabaad.farm,,Ali@satways.com,301-432-6863,,,csa,NO,true
Star Hollow Farm,22620 Doyle Rd.,Three Springs,Pennsylvania,17264,,,http://www.starhollowfarm.com,,,info@starhollowfarm.com,814-448-3223,,,csa,NO,true
Farmers Kitchen,PO Box 1386,Jamesport,New York,11947,,,http://www.farmerskitchens.com,farmerzkitchen,,emilie@farmerskitchens.com,631-727-7044,,,csa,NO,true
Full Circus Farm,27 Mils Path,Pine Plains,New York,12567,,,,https://www.facebook.com/fullcircusfarm,,fullcircusfarm@gmail.com,518-789-0025,,,csa,NO,true
Plowshare Produce,12936 Greenwood Road,Huntingdon,Pennsylvania,16652,,,http://www.plowshareproduce.com,,,plowshareproduce@yahoo.com,814-667-2756,,,csa,NO,true
Browder's Birds Pastured Poultry,4050 Soundview Avenue ,Mattituck ,New York,11952,,,http://www.browdersbirds.com,https://www.facebook.com/BrowdersBirds,,holly@browdersbirds.com,631-477-6523,,,csa,NO,true
Laurel Ridge Farm,164 Wigwam Road,Litchfield,Connecticut,6759,,,http://www.lrgfb.com,,,john@lrgfb.com,860-567-8122,,,csa,NO,true
Moon on the Mountain Farm,2927 Warm Springs Rd,Shenandoah Junction,West Virginia,25442,,,http://www.moononthemountain.com,,,patricia@moononthemountain.com,3019084585,,,csa,NO,true
Great Country Farms,18780 Foggy Bottom Rd,Bluemont,Virginia,20132,,,http://www.greatcountryfarms.com,https://www.facebook.com/greatcountryfarms,,CSA@greatcountryfarms.com,540-554-2073,,,csa,NO,true
Hearty Roots Community Farm,1830 Route 9,Germantown,New York,12526,,,http://www.heartyroots.com,http://www.facebook.com/heartyroots,,farm@heartyroots.com,845-943-8699,,,csa,NO,true
Karl's Farm,5550 Stuckey Rd,Pisgah,Maryland,20640,,,,https://www.facebook.com/Karls.Farm.CSA,,paula@karls-farm.com,301-743-7941,,,csa,NO,true
Lakeside Farm Stand,31 Lake Drive,Guilford ,Connecticut,6437,,,http://www.lakesidefarmstand.com,,,Lakesidefarmstand@gmail.com,2034570152,,,csa,NO,true
Geremia Gardens ,1720 West street,Southington,Connecticut,6489,,,,,,geremiagardenes@yahoo.com,8606200332,,,csa,NO,true
Stoneledge Farm,359 Ross Ruland Road,South Cairo,New York,12482,,,http://www.stoneledge.farm,https://www.facebook.com/StoneledgeFarm#,,stoneledgefarm@hotmail.com,518-622-3003,,,csa,NO,true
Day Spring Farm,21388 Steptoe Hill Rd ,Middleburg,Virginia,20117,,,http://www.dayspringfarmva.com,https://www.facebook.com/dayspringfarmva/,,Dayspring.farm@hotmail.com,540-687-6036,,,csa,NO,true
Quail Hill Farm/Peconic Land Trust,PO Box 1776,Southampton,New York,11969,,,http://www.peconiclandtrust.org/quail_hill_farm.html,https://www.facebook.com/QuailHillFarm,,schaskey@peconiclandtrust.org,631-267-8492,,,csa,NO,true
Copper Hill Farm,3550 Mountain Rd.,Haymarket,Virginia,20169,,,,,,paris@copperhillfarm.com,703-508-7500,,,csa,NO,true
Howling Flats Farm ,19 Raymond Avenue,North Canaan,Connecticut,6018,,,http://www.howlingflatsfarm.com,www.facebook.com/howlingflats,,howlingflatsfarm@gmail.com,8603798961,,,csa,NO,true
Farm of Peace CSA,1212 Haven Ln,Warfordsburg,Pennsylvania,17267,,,http://www.farmofpeace.com,https://www.facebook.com/farmofpeace/,,csa@farmofpeace.com,(717) 573-4722,,,csa,NO,true
nook & cranny farm,424 harford rd,brooktondale,New York,14817,,,http://www.nookandcrannyfarm.com,https://www.facebook.com/NookAndCrannyFarm,,btuori@gmail.com,607 539 6580,,,csa,NO,true
Hawk Dance Farm,362 Rodman Road,Hillsdale,New York,12529,,,,https://www.facebook.com/hawkdancefarm,,hawkdancefarm@yahoo.com,518-325-1430,,,csa,NO,true
Yellow House Farm,216 Arbutus St,Middletown,Connecticut,6457,,,http://www.yellowhousefarmct.com,,,yhf@yellowhousefarm.com,860-740-6761,,,csa,NO,true
Yankey Farms,14841 Glenkirk Rd,Nokesville,Virginia,20181,,,http://www.yankeyfarms.com,https://www.facebook.com/yankeyfarms,,sonjanjay@verizon.net,703-618-3782,,,csa,NO,true
Deep River Farms,362 West Elm Street,Deep River,Connecticut,6417,,,http://www.deepriverfarms.com,https://www.facebook.com/Deepriverfarms/,,farmer@deepriverfarms.com,8605989824,,,csa,NO,true
Hiddenview Farm ,165 Conrad ln,Earlton,New York,12058,,,http://www.hiddenviewfarmNY.com,www.facebook.com/hiddenviewfarms,,jessica.hiddenviewfarm@gmail.com,5182580283,,,csa,NO,true
Cool Spring Farm LLC,950 Glebe Lane,Berryville,Virginia,22611,,,http://www.coolspringcsa.com,https://www.facebook.com/coolspringfarm,,mike@coolspringcsa.com,571-238-1931,,,csa,NO,true
Hawthorne Valley Farm CSA,327 County Route 21C,Ghent,New York,12075,,,http://hawthornevalleyfarm.org/where-to-buy/community-supported-agriculture-csa/,https://www.facebook.com/HawthorneValleyFarm,,farmadmin@hawthornevalleyfarm.org,518-672-7500 x257,,,csa,NO,true
Fatstock Farm,271 Hollow Road,Stuyvesant,New York,12173,,,http://www.fatstockfarm.com,https://www.facebook.com/fatstockfarm,,john@fatstockfarm.org,7187373773,,,csa,NO,true
George Hall Farm,180 Farms Rd,Simsbury,Connecticut,6070,,,http://www.georgehallfarm.com,https://www.facebook.com/pages/George-Hall-Farm-Ogre-Farm/106720546028097,,georgehallfarm@att.net,860-658-9297,,,csa,NO,true
Deep River Farms 2016 Summer CSA,230 Shore Road,Old Lyme,Connecticut,6371,,,http://deepriverfarms.com/,https://www.facebook.com/Deepriverfarms/?fref=ts,,dgallagher@simpsonhealthcare.com,860-598-9824,,,csa,NO,true
Katchkie Farm / Great Performances,34 Fischer Road,Kinderhook,New York,12106,,,http://www.katchkiefarm.com,https://www.facebook.com/pages/Katchkie-Farm/130428156986854,,amy.black@katchkiefarm.com,212-337-6087,,,csa,NO,true
Buried Treasures Organic Farm CSA,808 Clark St. Ext.,Groton,New York,13073,,,http://www.buriedtreasuresorganicfarm.com,www.facebook.com/btofarm,,buriedtreasuresorganicfarm@yahoo.com,607-220-4044,,,csa,NO,true
Fox Creek Farm,182 Fox Creek Farm Rd,Schoharie,New York,12157,,,http://www.foxcreekfarmcsa.com,https://www.facebook.com/pages/fox-creek-farm-csa,,foxcreekfarmcsa@earthlink.net,518-872-2375,,,csa,NO,true
Plowbreak Farm,6200 Deer Run Lane,Trumansburg,New York,14886,,,http://www.plowbreakfarm.com,https://www.facebook.com/plowbreakfarm,,plowbreakfarm@gmail.com,508-274-1375,,,csa,NO,true
Frosty Morning Farm,4211 State Route 13,Truxton,New York,13158,,,,,,frostymorningfarm@yahoo.com,607-842-6799,,,csa,NO,true
Patroon Land Farm,132 Ketcham Road,Voorheesville,New York,12186,,,http://www.regionalfoodbank.net,https://www.facebook.com/PatroonLandFarm,,mrw601@gmail.com,518-339-5726,,,csa,NO,true
Ever Green Farm,5942 Old Lake Road,Rock Stream,New York,14878,,,http://www.evergreenfarmonline.com,https://www.facebook.com/pages/Ever-Green-Farm-CSA/266217320186934,,Info@EverGreenFarmOnline.com,607 243-3613,,,csa,NO,true
Hickory Ridge Natural Harvest CSA,668 Strongs Road,Irvona,Pennsylvania,16656,,,http://www.hrnaturalharvest.com/,,,hrnhcsa@gmail.com,814-505-5274,,,csa,NO,true
Abode Farm CSA,5 Abode Road,New Lebanon,New York,12125,,,http://www.abodefarmcsa.com,facebook.com/abodefarmcsa,,abodecsa@gmail.com,518-794-9776,,,csa,NO,true
Bart & Sarah's at Great Oak Farm,16034 Little Fork Church Rd,Rixeyville,Virginia,22737,,,http://www.bartandsarahs.com,https://www.facebook.com/bartandsarahs,,sarah@bartandsarahs.com,540-687-1265,,,csa,NO,true
Dizzy Lizzie's Farm,3823 Sanderson Road,Erieville,New York,13061,,,http://www.dizzylizziesfarm.com,https://www.facebook.com/dizzylizziesfarm?ref=hl,,lizzie@dizzylizziesfarm.com,315-662-7565,,,csa,NO,true
Miller Farms Market,12101 Orange Plank Rd,Locust Grove Va,Virginia,22508,,,http://www.millerfarmsmarket.com,miller farms market,,info@millerfarmsmarket.com,540 850 5009,,,csa,NO,true
Daring Drake Farm,3046 CR 138,Ovid,New York,14521,,,http://www.daringdrake.com,,,daringdrake@zoom-dsl.com,607-532-4956,,,csa,NO,true
Crosswinds Farm & Creamery,6762 Log City Rd,Ovid,New York,14521,,,http://www.crosswindsfarmcreamery.com,https://www.facebook.com/pages/Crosswinds-Farm-Creamery/79559668108,,crosswindsfarmcreamery@gmail.com,607-327-0363,,,csa,NO,true
Cobblestone Farm,87 Bassetts Bridge Rd,Mansfield Center,Connecticut,6250,,,https://cobblestonefarmcsa.com/,https://www.facebook.com/cobblestonefarmcsa/,,dianedorfer@gmail.com,860-423-8305,,,csa,NO,true
Red Shirt Farm,60 Williamstown Road,Lanesborough,Massachusetts,1237,,,http://www.redshirtfarm.com/csa/,,,jim@redshirtfarm.com,4138229250,,,csa,NO,true
Hillside farm,po box 326,nelliston,New York,13410,,,,,,Jplipiec@gmail.com,5183329143,,,csa,NO,true
Lansing Farm Market ,204 Lishakill Rd,Schenectady,New York,12309,,,http://www.lansingfarmmarket.com,https://www.facebook.com/LansingFarmMarket,,LansingFarmMarket@yahoo.com,518-464-0889,,,csa,NO,true
Edible Uprising Farm,40 Springwood Manor,Troy ,New York,12180,,,http://www.edibleuprisingfarm.com,https://facebook.com/edibleuprisingfarm/,,Info@edibleuprisingfarm.com,303-817-6084,,,csa,NO,true
H and H Farms,161 Seven Fountains Road,Fort Valley,Virginia,22652,,,http://www.handhfarmsva.com,www.facebook.com/HandHFarmsVirginia,,handhfarmsva@gmail.com,5406929808,,,csa,NO,true
Crabapple Farm,100 Bryant Street PO Box 263,Chesterfield,Massachusetts,1012,,,,,,crabapplefarm@verizon.net,413-296-0310,,,csa,NO,true
Green Acres Fruit Farm,868 Main Street,Wilbraham,Massachusetts,1095,,,http://www.greenacresfruitfarm@outlook.com,Green Acres Fruit Farm,,greenacresfruitfarm@outlook.com,4135963016,,,csa,NO,true
KDCrop Farms,275 South Bear Hill Rd.,CHAPLIN,Connecticut,6235,,,,,,kdcropfarms@gmail.com,203-592-4939,,,csa,NO,true
Jones Family Farm,753 Caldwell Rd,Herkimer,New York,13350,,,http://www.anotherjonesfamilyfarm.com,https://www.facebook.com/pages/Jones-Family-Farm/268448737232,,info@anotherjonesfamilyfarm.com,315-866-4164,,,csa,NO,true
Russo's Roots LLC,289 North Society Rd,Canterbury ,Connecticut,6331,,,http://www.russosroots@gmail.com,https://www.facebook.com/russosrootsfarm/,,Russosroots@gmail.com,8605569325,,,csa,NO,true
Connecticut Farm to Table Cooperative,140 Beffa Road,Stafford Springs,Connecticut,6076,,,http://www.ctfarmtable.com,https://www.facebook.com/ctfarmtable,,ctfarmtable@gmail.com,860-684-1311,,,csa,NO,true
Dayspring Farm, 942 Buena Vista Road,Cologne,Virginia,23181,,,http://www.dayspringfarm.org,,,dayspringfarm@aol.com,804-785-9401,,,csa,NO,true
"Brightwood Vineyard and Farm, LLC",1202 Lillards Ford Road,Brightwood,Virginia,22715,,,http://www.brightwoodvineyardandfarm.com,https://www.facebook.com/BrightwoodVineyardandFarm,,svidal@hughes.net,540-948-6845,,,csa,NO,true
Mattawoman Creek Farms,"4103 Barlow Creek Lane, PO Box 689",Eastville,Virginia,23347,,,http://www.mattawomancreekfarms.com/,https://www.facebook.com/MattawomanCreekFarms,,organic@mattawomancreekfarms.com,757-678-5731,,,csa,NO,true
